,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
85,Chokurdakh,59,RU,1594698265,30,70.63,147.92,67.68,15.32
86,Hasaki,75,JP,1594698120,88,35.73,140.83,77.0,9.17
87,Palmas,12,BR,1594698265,69,-10.21,-48.36,73.4,5.82
88,Igrim,52,RU,1594698265,50,63.19,64.42,62.2,5.64
89,Deep River,1,CA,1594698074,72,46.1,-77.5,66.2,4.25
90,Tautira,75,PF,1594698033,88,-17.73,-149.15,77.0,5.82
91,Ponta do Sol,3,PT,1594698266,75,32.67,-17.1,66.0,1.88
92,Chumikan,25,RU,1594698266,74,54.72,135.31,61.93,7.96
93,Mahébourg,20,MU,1594698134,88,-20.41,57.7,68.0,2.24
94,Qurayyat,0,SA,1594698267,73,31.33,37.34,69.8,13.87
95,Mayo,90,US,1594698267,74,38.89,-76.51,80.6,3.36
96,Sisimiut,80,GL,1594698049,87,66.94,-53.67,42.31,9.31
97,Gazimurskiy Zavod,89,RU,1594698267,37,51.55,118.33,85.59,8.59
98,Isangel,75,VU,1594698093,65,-19.55,169.27,80.6,10.29
99,Tiksi,100,RU,1594698120,94,71.69,128.87,42.6,5.66
101,Cape Town,20,ZA,1594698009,61,-33.93,18.42,52.0,10.29
102,Vaini,40,TO,1594698268,69,-21.2,-175.2,75.2,11.41
103,Mweka,100,CD,1594698268,96,-4.85,21.57,67.57,2.06
104,Celestún,0,MX,1594698012,76,20.87,-90.4,81.93,15.68
105,Buckeye,29,US,1594698269,21,33.37,-112.58,105.8,9.17
106,Pevek,9,RU,1594697864,69,69.7,170.31,44.89,5.82
107,Saint Paul Harbor,90,US,1594698013,87,57.79,-152.41,55.4,6.93
108,Coahuayana Viejo,86,MX,1594698269,79,18.73,-103.68,78.48,2.01
109,Ndendé,97,GA,1594698270,89,-2.4,11.36,68.86,2.48
110,Dukat,10,RU,1594698270,52,62.55,155.55,68.41,3.89
111,Phuket,20,TH,1594698270,74,8.0,98.25,84.99,3.36
112,Taoudenni,27,ML,1594698144,20,22.68,-3.98,95.27,6.53
113,Mjölby,81,SE,1594698271,93,58.33,15.12,55.4,6.93
114,Codrington,1,AU,1594698118,68,-38.27,141.97,55.98,8.77
115,Isla Mujeres,5,MX,1594698000,83,21.23,-86.73,84.0,5.82
116,Bengkulu,100,ID,1594698064,65,-3.8,102.27,84.51,4.45
117,Dikson,100,RU,1594698142,97,73.51,80.55,39.31,13.98
118,Laurel,90,US,1594698256,88,39.1,-76.85,78.01,3.0
119,Beringovskiy,59,RU,1594698163,81,63.05,179.32,53.22,5.84
120,Bredasdorp,99,ZA,1594697963,87,-34.53,20.04,46.4,10.29
121,Paamiut,0,GL,1594698272,90,61.99,-49.67,41.56,8.39
122,Waipawa,23,NZ,1594698028,73,-41.41,175.52,54.0,1.01
123,Iquique,0,CL,1594698273,76,-20.22,-70.14,57.2,4.7
124,Rocha,0,UY,1594698273,73,-34.48,-54.33,38.21,11.45
125,Kosh-Agach,100,RU,1594698273,82,50.0,88.67,49.78,11.74
126,Puerto del Rosario,42,ES,1594698273,77,28.5,-13.86,69.8,13.87
127,Lebu,2,CL,1594698119,76,-37.62,-73.65,47.28,2.01
128,Metro,100,ID,1594698146,69,-5.11,105.31,84.74,4.61
129,Lompoc,31,US,1594698135,82,34.64,-120.46,59.0,9.17
130,Varnavino,68,RU,1594698274,95,57.4,45.09,68.97,1.83
131,Yar-Sale,56,RU,1594698145,53,66.83,70.83,57.11,19.84
132,Balikpapan,30,ID,1594698274,78,-1.27,116.83,83.1,1.16
133,Ak-Dovurak,100,RU,1594698275,72,51.18,90.6,60.28,6.11
134,Kildare,75,IE,1594698275,93,53.16,-6.91,52.0,6.93
135,La Grande,1,US,1594698275,22,45.32,-118.09,69.8,11.41
136,Kitimat,91,CA,1594698275,71,54.05,-128.65,62.01,1.01
137,Mossamedes,0,AO,1594698161,80,-15.2,12.15,61.16,0.76
138,Harbour Breton,98,CA,1594698276,97,47.48,-55.8,58.82,3.31
140,Port Macquarie,75,AU,1594698020,87,-31.43,152.92,61.0,17.22
141,Carnarvon,75,AU,1594698033,73,-24.87,113.63,71.6,13.87
142,Saint-Philippe,69,RE,1594698123,68,-21.36,55.77,66.2,4.7
143,Fuyu,0,CN,1594698277,37,45.18,124.82,89.29,8.77
144,Healdsburg,1,US,1594698277,63,38.61,-122.87,68.0,8.05
145,Kem',99,RU,1594698138,92,64.96,34.58,53.83,10.45
146,Karratha,0,AU,1594698010,24,-20.74,116.85,80.44,14.12
147,Vardø,75,NO,1594698120,93,70.37,31.11,46.4,9.17
148,Nikolskoye,0,RU,1594697864,87,59.7,30.79,53.6,6.71
149,Komono,75,JP,1594698278,94,35.0,136.52,75.99,11.41
150,Amahai,99,ID,1594698122,99,-3.33,128.92,82.0,10.8
151,Boa Vista,20,BR,1594698137,88,2.82,-60.67,78.8,1.12
152,Norman Wells,75,CA,1594698118,56,65.28,-126.83,68.0,3.36
153,Beaverlodge,75,CA,1594698279,59,55.22,-119.44,62.6,21.92
154,Innisfail,100,AU,1594698280,34,-17.53,146.03,73.0,3.0
155,Tiarei,75,PF,1594698280,88,-17.53,-149.33,77.0,5.82
156,Shirgaon,100,IN,1594698280,83,19.7,72.7,80.96,11.77
157,Kamenka,43,RU,1594698280,66,51.32,42.77,71.01,12.28
158,Somerset,1,US,1594698281,88,40.57,-74.55,73.99,6.67
159,Guerrero Negro,0,MX,1594698118,74,27.98,-114.06,70.75,15.88
160,Pedro Juan Caballero,65,PY,1594698281,99,-22.55,-55.73,63.95,7.63
161,Puerto Rico,1,AR,1594698281,80,-26.8,-55.02,47.39,2.75
162,Mount Isa,67,AU,1594698117,24,-20.73,139.5,66.2,11.41
163,Margate,100,GB,1594698124,85,51.38,1.39,64.0,8.68
164,Eilat,0,IL,1594698282,44,29.56,34.95,80.6,8.05
165,Camacha,75,PT,1594698128,77,33.08,-16.33,69.8,11.41
166,Sørkjosen,0,NO,1594698283,60,69.8,20.93,57.06,8.68
167,San-Pédro,100,CI,1594698283,83,4.75,-6.64,75.0,8.86
168,Vasterhaninge,35,SE,1594698283,56,59.12,18.1,57.99,4.72
169,Yulara,0,AU,1594698283,27,-25.24,130.99,62.6,10.29
170,Port Hedland,0,AU,1594698138,15,-20.32,118.57,82.4,14.99
172,Cidreira,1,BR,1594698038,69,-30.18,-50.21,50.27,14.45
173,Diffa,9,NE,1594698284,54,13.32,12.61,84.38,10.47
174,Esperance,75,AU,1594698132,93,-33.87,121.9,50.0,13.87
175,Popondetta,98,PG,1594698285,65,-8.75,148.25,85.69,3.83
176,Altay,61,CN,1594698285,40,47.87,88.12,70.3,7.11
177,Bambous Virieux,20,MU,1594698144,88,-20.34,57.76,69.01,2.24
178,Kahului,40,US,1594698286,51,20.89,-156.47,86.0,25.28
179,Portland,20,US,1594698131,36,45.52,-122.68,75.2,9.17
180,Durrës,0,AL,1594698286,87,41.32,19.44,59.0,1.12
181,Sullana,95,PE,1594698286,71,-4.9,-80.69,68.09,9.53
182,Tingo María,7,PE,1594698287,83,-9.29,-76.01,68.13,1.48
183,Amboasary,20,MG,1594698287,88,-25.03,46.38,62.6,1.97
184,Vila Velha,0,BR,1594698119,94,-20.33,-40.29,68.0,2.24
185,Antofagasta,0,CL,1594698050,81,-23.65,-70.4,53.6,6.93
186,Nome,1,US,1594698102,66,64.5,-165.41,61.0,14.99
188,Port-Gentil,98,GA,1594698049,87,-0.72,8.78,73.18,14.16
189,Iquitos,69,PE,1594698288,86,-3.75,-73.25,74.01,1.66
190,Roswell,1,US,1594697989,65,34.02,-84.36,80.6,5.82
191,Smithers,40,CA,1594698216,42,54.78,-127.17,64.4,8.05
192,Eydhafushi,68,MV,1594698289,70,5.1,73.07,84.15,5.5
193,Port Elizabeth,90,ZA,1594698025,87,-33.92,25.57,48.2,28.86
194,Ahipara,79,NZ,1594698158,72,-35.17,173.17,61.02,7.83
195,Kaitangata,77,NZ,1594698118,63,-46.28,169.85,48.99,4.0
196,Port Hardy,20,CA,1594698131,77,50.7,-127.42,59.0,10.29
197,Kavaratti,90,IN,1594698290,83,10.57,72.64,84.2,17.22
198,Avilés,40,ES,1594698290,93,43.55,-5.92,60.01,3.36
199,Beauchamps,100,FR,1594698290,81,50.01,1.52,54.0,7.14
200,Xudat,98,AZ,1594698290,72,41.63,48.68,77.67,21.74
201,Ambilobe,59,MG,1594698152,73,-13.2,49.05,66.29,3.11
202,Moyale,78,KE,1594698291,85,3.52,39.06,64.47,12.55
203,Tūkrah,0,LY,1594698173,82,32.53,20.58,75.69,9.33
204,Kohtla-Järve,0,EE,1594698291,85,59.4,27.27,53.33,9.8
205,Gao,0,ML,1594698040,49,16.64,1.64,85.93,10.49
206,Dingle,42,PH,1594698141,62,11.0,122.67,89.01,2.35
207,Vanimo,64,PG,1594698164,78,-2.67,141.3,82.44,6.62
208,Storforshei,89,NO,1594698292,90,66.4,14.52,48.99,3.0
209,Bowen,100,AU,1594698292,27,-20.02,148.23,72.0,1.99
210,Iskateley,89,RU,1594698121,72,67.68,53.15,50.4,4.61
211,Naze,75,JP,1594698146,70,28.37,129.48,89.6,12.75
212,Chopan,100,IN,1594698293,69,24.52,83.03,86.7,3.02
213,Akhtubinsk,65,RU,1594698293,39,48.28,46.17,85.75,12.1
214,Ouésso,100,CG,1594698273,96,1.61,16.05,68.77,2.71
215,Shubarkuduk,33,KZ,1594698294,25,49.14,56.49,87.28,14.81
216,Bogorodskoye,100,RU,1594698294,91,56.55,37.88,57.07,8.03
217,Seddon,90,AU,1594698294,62,-37.81,144.89,57.0,10.29
218,San Patricio,66,MX,1594698251,78,19.22,-104.7,79.7,1.3
220,Djambala,58,CG,1594698295,93,-2.54,14.75,64.27,2.91
221,Honiara,90,SB,1594698295,83,-9.43,159.95,80.6,4.7
222,Manokwari,45,ID,1594698295,72,-0.87,134.08,83.5,9.17
223,Bandarbeyla,96,SO,1594698131,60,9.49,50.81,81.18,26.89
224,San Luis,11,AR,1594698012,69,-33.3,-66.34,40.87,6.4
225,Baffa,35,PK,1594698296,41,34.44,73.22,85.8,1.12
226,Nagato,75,JP,1594698296,78,34.38,131.2,77.0,14.99
227,Santa Isabel Rio Negro,0,BR,1594698129,88,-0.41,-65.02,73.08,1.7
228,Nanortalik,100,GL,1594698150,92,60.14,-45.24,43.5,4.29
229,Souillac,20,MU,1594698046,88,-20.52,57.52,68.0,2.24
230,Chapada dos Guimarães,19,BR,1594698297,57,-15.46,-55.75,77.0,2.55
231,Okha,94,RU,1594698297,78,53.57,142.95,59.67,9.19
232,Iberia,1,US,1594698124,83,29.95,-91.75,82.4,5.82
233,São João da Barra,7,BR,1594698115,78,-21.64,-41.05,71.44,5.77
234,Charters Towers,89,AU,1594698133,28,-20.1,146.27,68.31,13.06
235,Ōdachō-ōda,75,JP,1594698298,73,35.18,132.5,77.0,28.86
236,Iqaluit,20,CA,1594698298,66,63.75,-68.51,51.8,9.17
237,Mackay,36,AU,1594698299,33,-21.15,149.2,71.01,11.56
238,Bridlington,12,GB,1594698299,93,54.08,-0.19,53.6,4.7
239,Touros,0,BR,1594698257,88,-5.2,-35.46,69.8,4.7
240,Araouane,51,ML,1594698299,27,18.9,-3.53,93.29,10.96
241,Arrondissement de Limoges,67,FR,1594698300,45,45.75,1.33,62.6,3.36
242,Leningradskiy,100,RU,1594698114,82,69.38,178.42,40.33,10.78
243,San Policarpo,4,PH,1594698300,68,12.18,125.51,86.29,10.13
245,Gilgit,95,PK,1594698300,24,35.92,74.31,81.18,3.13
246,Szarvas,0,HU,1594698301,76,46.87,20.55,57.2,6.93
247,Goianinha,25,BR,1594698301,83,-6.26,-35.21,71.6,4.7
248,Vostok,70,RU,1594698301,90,46.49,135.88,70.45,2.66
249,Shimanovsk,12,RU,1594698301,28,52.0,127.7,96.48,5.12
250,Verāval,98,IN,1594698022,77,20.9,70.37,84.7,15.14
251,Jiwani,2,PK,1594698302,72,25.05,61.74,84.31,7.34
252,Teykovo,95,RU,1594698302,94,56.86,40.54,63.34,7.61
253,Talas,0,TR,1594698302,77,38.69,35.55,59.0,2.24
254,Yinchuan,24,CN,1594698303,33,38.47,106.27,85.35,6.58
255,Ourém,12,PT,1594698303,93,39.64,-8.59,62.6,4.7
256,San Juan,0,AR,1594698018,74,-31.54,-68.54,38.59,0.38
257,Mountain Home,1,US,1594698300,9,43.13,-115.69,78.8,19.46
258,Worland,1,US,1594698146,32,44.02,-107.96,69.8,12.75
259,Grootfontein,0,NA,1594698304,62,-19.57,18.12,40.66,4.59
260,Byron Bay,90,AU,1594698159,36,-28.65,153.62,64.4,20.8
261,Te Anau,14,NZ,1594698161,84,-45.42,167.72,42.69,1.14
262,Lagoa,7,PT,1594698063,79,39.05,-27.98,68.13,6.67
263,Verín,95,ES,1594698305,43,41.94,-7.44,57.99,3.13
264,High Level,90,CA,1594698305,72,58.52,-117.14,60.8,6.93
265,Oranjemund,6,NA,1594698305,77,-28.55,16.43,52.39,6.96
266,Maningrida,0,AU,1594698305,44,-12.07,134.27,84.06,9.48
267,Adrar,0,MR,1594698038,24,20.5,-10.07,91.04,13.62
268,Hobyo,47,SO,1594698155,74,5.35,48.53,78.37,22.19
269,Nuuk,86,GL,1594698151,93,64.18,-51.72,39.2,5.82
270,Kokopo,100,PG,1594698306,66,-4.35,152.26,83.93,5.37
271,Fortuna,1,US,1594698166,87,40.6,-124.16,57.99,8.05
272,Puerto Colombia,20,CO,1594698307,83,10.99,-74.95,82.4,4.7
273,Tadine,100,NC,1594698307,75,-21.55,167.88,75.13,8.41
274,Tsimmerbude,75,RU,1594698063,93,54.67,20.13,53.6,4.47
275,Palana,100,RU,1594698307,82,59.12,159.97,53.69,5.97
276,Qingyuan,22,CN,1594698076,50,23.7,113.03,95.0,2.24
277,Rājmahal,96,IN,1594698308,68,25.05,87.83,89.76,6.22
278,Butembo,87,CD,1594698308,97,0.15,29.28,57.56,1.1
279,Lüderitz,0,NA,1594698020,58,-26.65,15.16,55.4,20.8
280,Gīdam,100,IN,1594698309,75,18.98,81.4,81.64,3.47
281,Kawalu,85,ID,1594698309,73,-7.38,108.21,80.96,3.94
282,Nkhata Bay,13,MW,1594698309,72,-11.61,34.29,65.28,3.8
283,Newport,72,GB,1594698073,97,51.59,-3.0,61.0,5.17
284,Devarkonda,100,IN,1594698309,85,16.7,78.93,77.63,10.33
285,Lossiemouth,75,GB,1594698310,71,57.72,-3.28,54.0,19.46
286,Caravelas,25,BR,1594698129,92,-17.71,-39.25,69.39,4.25
287,Parbatipur,41,BD,1594698310,67,25.66,88.92,89.74,10.63
288,Tocopilla,0,CL,1594698310,62,-22.09,-70.2,57.38,3.83
289,Yüksekova,40,TR,1594698310,77,37.57,44.29,60.8,6.93
290,Cockburn Town,26,TC,1594698011,84,21.46,-71.14,82.94,19.35
291,Mukono,20,UG,1594698311,94,0.35,32.76,68.0,5.82
292,Bilma,41,NE,1594698031,36,18.69,12.92,87.04,10.25
293,Khovd,100,MN,1594698055,52,48.01,91.64,61.81,8.01
294,Kroya,36,ID,1594698311,69,-7.63,109.25,84.61,10.16
295,Ca Mau,93,VN,1594698312,63,9.18,105.15,89.22,9.46
296,Port Blair,81,IN,1594698312,76,11.67,92.75,82.65,13.47
297,Roquetas de Mar,0,ES,1594698312,53,36.76,-2.61,77.0,8.05
298,Kandalaksha,97,RU,1594698312,79,67.16,32.41,54.18,6.69
299,Juba,84,SS,1594698312,92,4.85,31.58,69.53,3.24
300,Omboué,93,GA,1594698197,88,-1.57,9.26,71.78,8.19
301,Kingsport,20,US,1594698157,77,36.55,-82.56,71.01,4.7
302,Bethel,1,US,1594697919,77,41.37,-73.41,70.0,3.98
303,Harper,100,LR,1594698043,83,4.38,-7.72,75.27,10.94
304,Dalvik,90,IS,1594698313,93,65.97,-18.53,50.0,2.04
305,Coari,99,BR,1594698314,96,-4.08,-63.14,72.63,1.86
306,Upernavik,100,GL,1594698126,89,72.79,-56.15,39.88,20.87
308,Ballina,90,AU,1594698060,36,-28.87,153.57,64.4,20.8
309,Muzhi,27,RU,1594698314,53,65.37,64.67,61.41,14.88
310,Mar del Plata,20,AR,1594698315,60,-38.0,-57.56,41.0,13.87
311,Turan,20,VN,1594698315,56,16.07,108.22,93.2,2.24
312,Barcelos,71,PT,1594698080,68,41.54,-8.62,73.99,4.7
313,Buala,61,SB,1594698160,66,-8.14,159.59,85.06,5.7
314,Diu,100,IN,1594698316,81,20.71,70.98,82.87,16.78
315,Vihti,0,FI,1594698316,90,60.42,24.32,48.99,3.0
317,Bangaon,75,IN,1594698316,89,23.07,88.82,89.6,3.36
318,Umluj,0,SA,1594698143,57,25.02,37.27,83.17,3.62
319,Tomatlán,94,MX,1594698317,83,19.93,-105.25,77.38,1.9
320,Meulaboh,70,ID,1594698121,58,4.14,96.13,86.83,2.37
321,Imeni Poliny Osipenko,6,RU,1594698317,51,52.42,136.49,78.96,3.58
322,Killin,1,US,1594698317,78,33.61,-91.74,82.4,1.05
323,Hatillo,2,PR,1594698318,86,18.49,-66.83,81.0,3.0
324,Katsuura,75,JP,1594698136,94,35.13,140.3,77.0,11.41
325,Andenes,75,NO,1594698318,93,69.31,16.12,53.6,3.36
326,Saint-Pierre,4,RE,1594698318,72,-21.34,55.48,66.2,4.7
327,Matamoros,3,MX,1594698318,25,25.53,-103.25,88.0,5.79
328,Sola,75,VU,1594698140,83,-13.88,167.55,82.4,5.82
329,Geraldton,90,AU,1594698052,72,-28.77,114.6,62.6,14.99
330,Faanui,65,PF,1594698319,81,-16.48,-151.75,79.29,12.06
331,Maţāy,0,EG,1594698319,66,28.42,30.78,73.06,7.25
332,Morro Bay,44,US,1594698320,82,35.37,-120.85,61.0,4.0
333,Jumla,76,NP,1594698320,52,29.27,82.18,72.68,3.09
334,Laguna,1,US,1594697935,44,38.42,-121.42,84.2,4.7
335,Mehrān,0,IR,1594698320,25,33.12,46.16,77.0,4.7
336,Faya,4,SA,1594698320,39,18.39,42.45,69.8,8.21
337,Aksarka,30,RU,1594698169,53,66.56,67.8,57.81,19.39
338,Zadar,32,HR,1594698321,39,44.12,15.24,66.2,10.29
339,Sabang,86,ID,1594698026,75,5.89,95.32,82.18,1.63
340,Kaoma,0,ZM,1594698322,69,-14.78,24.8,47.35,4.12
341,Klyuchi,62,RU,1594698322,55,52.27,79.17,73.18,11.27
342,Tiznit Province,0,MA,1594698043,58,29.58,-9.5,71.83,2.13
343,Abagur,89,RU,1594698322,64,53.73,87.25,73.4,5.21
344,Huangcun,100,CN,1594698322,98,30.01,118.4,84.99,1.16
345,San Clemente,6,US,1594698323,89,33.43,-117.61,69.01,3.0
346,Praxédis Guerrero,40,MX,1594698323,13,31.37,-106.02,98.6,5.82
347,Exeter,97,GB,1594698249,94,50.72,-3.53,59.0,1.01
348,San Miguel de Tucumán,0,AR,1594698323,76,-26.82,-65.22,48.2,6.93
349,Mount Gambier,0,AU,1594698057,63,-37.83,140.77,56.75,5.53
350,Gizo Government Station,100,SB,1594698324,68,-8.1,156.84,84.69,3.69
351,Lavrentiya,12,RU,1594698147,60,65.58,-171.0,50.92,9.15
352,Cabinda,0,AO,1594698325,84,-5.55,12.2,69.96,5.48
353,Garoowe,95,SO,1594698325,60,8.41,48.48,76.89,24.49
354,Nova Olímpia,2,BR,1594698114,50,-14.8,-57.29,74.82,1.97
355,Matagami,1,CA,1594698325,87,49.75,-77.63,55.4,4.63
356,Mocuba,0,MZ,1594698326,96,-16.84,36.99,56.41,2.93
357,Teguise,37,ES,1594698326,78,29.06,-13.56,71.6,12.75
358,Longyearbyen,75,SJ,1594698051,75,78.22,15.64,46.4,6.93
359,Chicama,38,PE,1594698045,83,-7.84,-79.15,63.27,5.14
360,Hamelin,40,DE,1594698326,87,52.1,9.36,55.99,1.12
361,Alice Springs,0,AU,1594698190,30,-23.7,133.88,59.0,12.75
362,Gorontalo,4,ID,1594698148,70,0.54,123.06,86.0,5.64
365,Samarai,70,PG,1594698327,86,-10.62,150.67,79.47,10.71
366,Bathsheba,20,BB,1594698028,74,13.22,-59.52,82.4,17.22
367,Verkhoyansk,83,RU,1594698328,40,67.54,133.38,74.53,12.26
368,Mitú,99,CO,1594698328,97,1.2,-70.17,71.28,1.63
369,Paita,81,PE,1594698328,87,-5.09,-81.11,62.92,12.35
370,Buchanan,100,LR,1594698329,91,5.88,-10.05,74.7,11.41
371,Port Keats,5,AU,1594698329,19,-14.25,129.55,83.55,7.38
372,Peniche,0,PT,1594698163,87,39.36,-9.38,64.99,3.0
373,Necochea,66,AR,1594698330,89,-38.55,-58.74,37.99,8.01
374,Itoman,40,JP,1594698330,75,26.12,127.67,89.6,11.41
375,Broome,1,US,1594698097,77,42.25,-75.83,62.6,4.7
376,Bubaque,100,GW,1594698330,82,11.28,-15.83,80.55,18.84
377,Shushenskoye,75,RU,1594698331,73,53.33,91.94,69.8,11.18
378,Narsaq,100,GL,1594698115,81,60.92,-46.05,48.2,5.82
379,Banda Aceh,74,ID,1594698331,68,5.56,95.32,84.9,2.95
380,Katherine,0,AU,1594698331,9,-14.47,132.27,77.0,11.41
381,Aklavik,40,CA,1594698156,45,68.22,-135.01,66.2,5.82
382,Hinton,95,CA,1594698332,52,53.4,-117.59,54.59,5.44
383,Calatayud,55,ES,1594698332,93,41.35,-1.64,66.2,2.15
384,Weinan,90,CN,1594698332,94,34.5,109.51,75.0,8.95
